identifier,name_en,scientific_name,major_group,isscaap_group,isscaap
10802,Aleutian skate,Bathyraja aleutica,PISCES,"Sharks, rays, chimaeras",38
13660,Orangespine unicornfish,Naso lituratus,PISCES,Miscellaneous coastal fishes,33
14572,Lavender jobfish,Pristipomoides sieboldii,PISCES,Miscellaneous coastal fishes,33
15298,Little spinefoot,Siganus spinus,PISCES,Miscellaneous coastal fishes,33
18622,Kyphosus sea chubs nei,Kyphosus spp,PISCES,Miscellaneous coastal fishes,33
18904,Oblique-banded snapper,Pristipomoides zonatus,PISCES,Miscellaneous coastal fishes,33
2801,Whale shark,Rhincodon typus,PISCES,"Sharks, rays, chimaeras",38
13173,Spotcheek emperor,Lethrinus rubrioperculatus,PISCES,Miscellaneous coastal fishes,33
15283,Streamlined spinefoot,Siganus argenteus,PISCES,Miscellaneous coastal fishes,33
15296,Goldspotted spinefoot,Siganus punctatus,PISCES,Miscellaneous coastal fishes,33
18914,Garish hind,Cephalopholis igarashiensis,PISCES,Miscellaneous coastal fishes,33
20394,Soldierfishes nei,Myripristis spp,PISCES,Miscellaneous coastal fishes,33
14679,Southern bastard codling,Pseudophycis barbata,PISCES,"Cods, hakes, haddocks",32
18612,Lancetfishes nei,Alepisaurus spp,PISCES,Miscellaneous coastal fishes,33
12045,Sling-jaw wrasse,Epibulus insidiator,PISCES,Miscellaneous coastal fishes,33
14432,Blacksaddled coralgrouper,Plectropomus laevis,PISCES,Miscellaneous coastal fishes,33
18903,Golden eye jobfish,Pristipomoides flavipinnis,PISCES,Miscellaneous coastal fishes,33
19249,Dash-and-dot goatfish,Parupeneus barberinus,PISCES,Miscellaneous coastal fishes,33
11103,Island trevally,Carangoides orthogrammus,PISCES,Miscellaneous pelagic fishes,37
20084,Butterflyfishes nei,Chaetodon spp,PISCES,Miscellaneous coastal fishes,33
11129,Creek whaler,Carcharhinus fitzroyensis,PISCES,"Sharks, rays, chimaeras",38
14424,Lemonfish,Plectorhinchus flavomaculatus,PISCES,Miscellaneous coastal fishes,33
16092,Winghead shark,Eusphyra blochii,PISCES,"Sharks, rays, chimaeras",38
15108,Spotted scat,Scatophagus argus,PISCES,Miscellaneous coastal fishes,33
20134,Hawkfishes nei,Cirrhitidae,PISCES,Miscellaneous coastal fishes,33
16876,Coconut crab,Birgus latro,CRUSTACEA,"King crabs, squat-lobsters",44
10104,Lined surgeonfish,Acanthurus lineatus,PISCES,Miscellaneous coastal fishes,33
3210,Blue sea chub,Kyphosus cinerascens,PISCES,Miscellaneous coastal fishes,33
6292,Pacific slopehead parrotfish,Chlorurus frontalis,PISCES,Miscellaneous coastal fishes,33
6307,Humphead snapper,Lutjanus sanguineus,PISCES,Miscellaneous coastal fishes,33
6310,Longspine grouper,Epinephelus longispinis,PISCES,Miscellaneous coastal fishes,33
6313,Pacific longnose parrotfish,Hipposcarus longiceps,PISCES,Miscellaneous coastal fishes,33
6329,Ember parrotfish,Scarus rubroviolaceus,PISCES,Miscellaneous coastal fishes,33
6330,Common parrotfish,Scarus psittacus,PISCES,Miscellaneous coastal fishes,33
10150,Brown surgeonfish,Acanthurus nigrofuscus,PISCES,Miscellaneous coastal fishes,33
10440,Slender grouper,Anyperodon leucogrammicus,PISCES,Miscellaneous coastal fishes,33
11039,Blue and gold fusilier,Caesio caerulaurea,PISCES,Miscellaneous coastal fishes,33
11213,Tomato hind,Cephalopholis sonnerati,PISCES,Miscellaneous coastal fishes,33
11239,Bicolour parrotfish,Cetoscarus bicolor,PISCES,Miscellaneous coastal fishes,33
11557,African coris,Coris gaimard,PISCES,Miscellaneous coastal fishes,33
12074,Starspotted grouper,Epinephelus hexagonatus,PISCES,Miscellaneous coastal fishes,33
12078,Snubnose grouper,Epinephelus macrospilos,PISCES,Miscellaneous coastal fishes,33
12079,Highfin grouper,Epinephelus maculatus,PISCES,Miscellaneous coastal fishes,33
12366,Striped large-eye bream,Gnathodentex aureolineatus,PISCES,Miscellaneous coastal fishes,33
12960,Brown chub,Kyphosus bigibbus,PISCES,Miscellaneous coastal fishes,33
12964,Brassy chub,Kyphosus vaigiensis,PISCES,Miscellaneous coastal fishes,33
13286,Blacktail snapper,Lutjanus fulvus,PISCES,Miscellaneous coastal fishes,33
13296,One-spot snapper,Lutjanus monostigma,PISCES,Miscellaneous coastal fishes,33
13299,Yellow-lined snapper,Lutjanus rufolineatus,PISCES,Miscellaneous coastal fishes,33
13610,Pinecone soldierfish,Myripristis murdjan,PISCES,Miscellaneous coastal fishes,33
14062,Saddle-back snapper,Paracaesio kusakarii,PISCES,Miscellaneous coastal fishes,33
14211,Doublebar goatfish,Parupeneus trifasciatus,PISCES,Miscellaneous coastal fishes,33
14212,Gold-saddle goatfish,Parupeneus cyclostomus,PISCES,Miscellaneous coastal fishes,33
14642,Yellowmargin triggerfish,Pseudobalistes flavimarginatus,PISCES,Miscellaneous coastal fishes,33
15380,Heller's barracuda,Sphyraena helleri,PISCES,Miscellaneous pelagic fishes,37
16229,Spiny spooner,Etisus dentatus,CRUSTACEA,"Crabs, sea-spiders",42
18670,Yellowfin goatfish,Mulloidichthys vanicolensis,PISCES,Miscellaneous coastal fishes,33
18877,White-edged lyretail,Variola albimarginata,PISCES,Miscellaneous coastal fishes,33
18899,Timor snapper,Lutjanus timorensis,PISCES,Miscellaneous coastal fishes,33
18901,Cocoa snapper,Paracaesio stonei,PISCES,Miscellaneous coastal fishes,33
18902,Goldflag jobfish,Pristipomoides auricilla,PISCES,Miscellaneous coastal fishes,33
18907,Ambon emperor,Lethrinus amboinensis,PISCES,Miscellaneous coastal fishes,33
18908,Orange-spotted emperor,Lethrinus erythracanthus,PISCES,Miscellaneous coastal fishes,33
18913,Golden hind,Cephalopholis aurantia,PISCES,Miscellaneous coastal fishes,33
18970,Dusky parrotfish,Scarus niger,PISCES,Miscellaneous coastal fishes,33
19200,NA,Parupeneus spp,PISCES,Miscellaneous coastal fishes,33
19243,Blotcheye soldierfish,Myripristis berndti,PISCES,Miscellaneous coastal fishes,33
19268,Longspined porcupinefish,Diodon holocanthus,PISCES,Miscellaneous coastal fishes,33
19705,Blackeye thicklip,Hemigymnus melapterus,PISCES,Miscellaneous coastal fishes,33
20016,Paeony bulleye,Priacanthus blochii,PISCES,Miscellaneous coastal fishes,33
20067,Surge wrasse,Thalassoma purpureum,PISCES,Miscellaneous coastal fishes,33
20079,One-blotch grouper,Epinephelus melanostigma,PISCES,Miscellaneous coastal fishes,33
20093,Whitetip soldierfish,Myripristis vittata,PISCES,Miscellaneous coastal fishes,33
20110,Cheeklined wrasse,Oxycheilinus digramma,PISCES,Miscellaneous coastal fishes,33
20117,NA,Cephalopholis spp,PISCES,Miscellaneous coastal fishes,33
20654,Palecheek parrotfish,Chlorurus japanensis,PISCES,Miscellaneous coastal fishes,33
20662,Bignose unicornfish,Naso vlamingii,PISCES,Miscellaneous coastal fishes,33
6302,NA,Acanthurus spp,PISCES,Miscellaneous coastal fishes,33
10151,Orangespot surgeonfish,Acanthurus olivaceus,PISCES,Miscellaneous coastal fishes,33
11565,Pacific grenadier,Coryphaenoides acrolepis,PISCES,"Cods, hakes, haddocks",32
12087,Hawaiian grouper,Epinephelus quernus,PISCES,Miscellaneous coastal fishes,33
14215,Manybar goatfish,Parupeneus multifasciatus,PISCES,Miscellaneous coastal fishes,33
16031,Fantail flounder,Xystreurys liolepis,PISCES,"Flounders, halibuts, soles",31
16293,Banded spiny lobster,Panulirus marginatus,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
19710,Stocky hawkfish,Cirrhitus pinnulatus,PISCES,Miscellaneous coastal fishes,33
19989,Whitesaddle goatfish,Parupeneus ciliatus,PISCES,Miscellaneous coastal fishes,33
20400,Orange goatfish,Mulloidichthys pfluegeri,PISCES,Miscellaneous coastal fishes,33
20581,Brown rockfish,Sebastes auriculatus,PISCES,Miscellaneous demersal fishes,34
2464,Goldlined spinefoot,Siganus guttatus,PISCES,Miscellaneous coastal fishes,33
3291,Double-lined mackerel,Grammatorcynus bilineatus,PISCES,"Tunas, bonitos, billfishes",36
6337,Cinnabar goatfish,Parupeneus heptacanthus,PISCES,Miscellaneous coastal fishes,33
11119,Tille trevally,Caranx tille,PISCES,Miscellaneous pelagic fishes,37
11124,Grey reef shark,Carcharhinus amblyrhynchos,PISCES,"Sharks, rays, chimaeras",38
14063,Yellowtail blue snapper,Paracaesio xanthura,PISCES,Miscellaneous coastal fishes,33
14778,Regal angelfish,Pygoplites diacanthus,PISCES,Miscellaneous coastal fishes,33
18916,Darkfin hind,Cephalopholis urodeta,PISCES,Miscellaneous coastal fishes,33
18971,Titan triggerfish,Balistoides viridescens,PISCES,Miscellaneous coastal fishes,33
19713,NA,Polydactylus spp,PISCES,Miscellaneous coastal fishes,33
19998,Harry hotlips,Plectorhinchus gibbosus,PISCES,Miscellaneous coastal fishes,33
20095,Yellowfin soldierfish,Myripristis chryseres,PISCES,Miscellaneous coastal fishes,33
20119,Yellow and blueback fusilier,Caesio teres,PISCES,Miscellaneous coastal fishes,33
20658,Globehead parrotfish,Scarus globiceps,PISCES,Miscellaneous coastal fishes,33
14832,California ray,Beringraja inornata,PISCES,"Sharks, rays, chimaeras",38
18725,Slender sole,Lyopsetta exilis,PISCES,"Flounders, halibuts, soles",31
20663,Spotted surgeonfish,Ctenochaetus strigosus,PISCES,Miscellaneous coastal fishes,33
11295,Tripletail wrasse,Cheilinus trilobatus,PISCES,Miscellaneous coastal fishes,33
12605,Barred thicklip,Hemigymnus fasciatus,PISCES,Miscellaneous coastal fishes,33
19619,Shoulderbar soldierfish,Myripristis kuntee,PISCES,Miscellaneous coastal fishes,33
12099,Pacific hagfish,Eptatretus stoutii,PISCES,Miscellaneous coastal fishes,33
14497,Emperor angelfish,Pomacanthus imperator,PISCES,Miscellaneous coastal fishes,33
16088,Blackfin barracuda,Sphyraena qenie,PISCES,Miscellaneous pelagic fishes,37
10416,Burrito grunt,Anisotremus interruptus,PISCES,Miscellaneous coastal fishes,33
10688,Red sea catfish,Bagre pinnimaculatus,PISCES,Miscellaneous coastal fishes,33
10703,Finescale triggerfish,Balistes polylepis,PISCES,Miscellaneous coastal fishes,33
11160,Bighead tilefish,Caulolatilus affinis,PISCES,Miscellaneous demersal fishes,34
11187,Blackfin snook,Centropomus medius,PISCES,Miscellaneous coastal fishes,33
11191,Yellowfin snook,Centropomus robalito,PISCES,Miscellaneous coastal fishes,33
11440,Bigmouth sanddab,Citharichthys gilberti,PISCES,"Flounders, halibuts, soles",31
12075,Starry grouper,Epinephelus labriformis,PISCES,Miscellaneous coastal fishes,33
13277,Mullet snapper,Lutjanus aratus,PISCES,Miscellaneous coastal fishes,33
13422,Highfin king croaker,Menticirrhus nasus,PISCES,Miscellaneous coastal fishes,33
13563,Sicklefin smooth-hound,Mustelus lunulatus,PISCES,"Sharks, rays, chimaeras",38
13691,Roosterfish,Nematistius pectoralis,PISCES,Miscellaneous coastal fishes,33
14119,Speckled flounder,Paralichthys woolmani,PISCES,"Flounders, halibuts, soles",31
14506,Raucous grunt,Haemulopsis leuciscus,PISCES,Miscellaneous coastal fishes,33
15372,Bullseye puffer,Sphoeroides annulatus,PISCES,Miscellaneous coastal fishes,33
19314,Panama grunt,Pomadasys panamensis,PISCES,Miscellaneous coastal fishes,33
19347,Pacific goose barnacle,Pollicipes elegans,CRUSTACEA,Miscellaneous marine crustaceans,47
20476,Peruvian mojarra,Diapterus peruvianus,PISCES,Miscellaneous coastal fishes,33
20859,Pacific creole-fish,Paranthias colonus,PISCES,Miscellaneous coastal fishes,33
11116,Brassy trevally,Caranx papuensis,PISCES,Miscellaneous pelagic fishes,37
13521,Silver moony,Monodactylus argenteus,PISCES,Miscellaneous coastal fishes,33
15104,Forsten's parrotfish,Scarus forsteni,PISCES,Miscellaneous coastal fishes,33
18900,Pale snapper,Etelis radiosus,PISCES,Miscellaneous coastal fishes,33
19180,Indian goatfish,Parupeneus indicus,PISCES,Miscellaneous coastal fishes,33
11188,Black snook,Centropomus nigrescens,PISCES,Miscellaneous coastal fishes,33
15760,Gafftopsail pompano,Trachinotus rhodopus,PISCES,Miscellaneous pelagic fishes,37
20466,Pacific mutton hamlet,Alphestes immaculatus,PISCES,Miscellaneous coastal fishes,33
17583,Maura pen shell,Atrina maura,MOLLUSCA,"Scallops, pectens",55
14848,Rough skate,Dipturus nasutus,PISCES,"Sharks, rays, chimaeras",38
2430,Blue moki,Latridopsis ciliaris,PISCES,Miscellaneous demersal fishes,34
3037,Snipefishes nei,Centriscidae,PISCES,Miscellaneous demersal fishes,34
3332,Rosefishes nei,Helicolenus spp,PISCES,Miscellaneous demersal fishes,34
3478,Southern spider crab,Jacquinotia edwardsii,CRUSTACEA,"Crabs, sea-spiders",42
6377,NA,Paphies spp,MOLLUSCA,"Clams, cockles, arkshells",56
6578,NA,Austrofusus glans,MOLLUSCA,"Abalones, winkles, conchs",52
6581,NA,Pinnoctopus cordiformis,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
6790,NA,Pseudopercis spp,PISCES,Miscellaneous coastal fishes,33
10262,Yellow-eye mullet,Aldrichetta forsteri,PISCES,Miscellaneous coastal fishes,33
10534,NA,Argentina elongata,PISCES,Miscellaneous demersal fishes,34
10761,NA,Bassanago hirsutus,PISCES,Miscellaneous demersal fishes,34
11042,Butterfly perch,Caesioperca lepidoptera,PISCES,Miscellaneous coastal fishes,33
12143,Blackbelly lanternshark,Etmopterus lucifer,PISCES,"Sharks, rays, chimaeras",38
12306,Spotted stargazer,Genyagnus monopterygius,PISCES,Miscellaneous demersal fishes,34
12399,Beaked salmon,Gonorynchus gonorynchus,PISCES,Miscellaneous coastal fishes,33
12807,NA,Hyporhamphus ihi,PISCES,Miscellaneous pelagic fishes,37
13681,Porae,Nemadactylus douglasii,PISCES,Miscellaneous demersal fishes,34
13749,Pale toadfish,Neophrynichthys angustus,PISCES,Miscellaneous demersal fishes,34
13858,"Butterfish, greenbone",Odax pullus,PISCES,Miscellaneous coastal fishes,33
13940,Slender roughy,Optivus elongatus,PISCES,Miscellaneous demersal fishes,34
14017,Prickly dogfish,Oxynotus bruniensis,PISCES,"Sharks, rays, chimaeras",38
14139,Black cod,Paranotothenia microlepidota,PISCES,Miscellaneous coastal fishes,33
14680,Northern bastard codling,Pseudophycis breviuscula,PISCES,"Cods, hakes, haddocks",32
15199,Largespine velvet dogfish,Scymnodon macracanthus,PISCES,"Sharks, rays, chimaeras",38
15721,New Zealand torpedo,Torpedo fairchildi,PISCES,"Sharks, rays, chimaeras",38
15997,NA,Xenocephalus armatus,PISCES,Miscellaneous demersal fishes,34
16118,Pacific golden crab,Chaceon bicolor,CRUSTACEA,"Crabs, sea-spiders",42
17363,Large trough shell,Mactra murchisoni,MOLLUSCA,"Clams, cockles, arkshells",56
17367,Equal-sized surf clam,Spisula aequilatera,MOLLUSCA,"Clams, cockles, arkshells",56
18118,Scalloped murex,Murex scolopax,MOLLUSCA,"Abalones, winkles, conchs",52
18699,Hooked squids nei,Onykia spp,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
18829,NA,Chimaera spp,PISCES,"Sharks, rays, chimaeras",38
18831,NA,Hoplichthys spp,PISCES,Miscellaneous demersal fishes,34
18838,Spiny-back eel,Notacanthus sexspinis,PISCES,Miscellaneous demersal fishes,34
18868,Deep-water sharks nei,Elasmobranchii,PISCES,"Sharks, rays, chimaeras",38
20144,Duckbills nei,Percophidae,PISCES,Miscellaneous coastal fishes,33
20273,NA,Histioteuthis spp,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
20314,New Zealand geoduck,Panopea zelandica,MOLLUSCA,"Clams, cockles, arkshells",56
20316,Brown mottled sea cucumber,Australostichopus mollis,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,76
6561,NA,Munida spp,CRUSTACEA,"King crabs, squat-lobsters",44
6597,Red hydrocorals nei,Errina spp,INVERTEBRATA AQUATICA,Corals,82
20754,Longtail stingray,Hypanus longus,PISCES,"Sharks, rays, chimaeras",38
2329,Dolphinfishes nei,Coryphaenidae,PISCES,Miscellaneous pelagic fishes,37
20264,Marlins nei,Makaira spp,PISCES,"Tunas, bonitos, billfishes",36
20628,Lorna drum,Sciaena deliciosa,PISCES,Miscellaneous coastal fishes,33
6609,Pacific harvestfish,Peprilus medius,PISCES,Miscellaneous pelagic fishes,37
12268,Peruvian sea catfish,Galeichthys peruvianus,PISCES,Miscellaneous coastal fishes,33
13883,Longjaw leatherjacket,Oligoplites altus,PISCES,Miscellaneous pelagic fishes,37
13909,Punctuated snake-eel,Ophichthus remiger,PISCES,Miscellaneous coastal fishes,33
15249,Fortune jack,Seriola peruana,PISCES,Miscellaneous pelagic fishes,37
17180,Slender cockle,Trachycardium procerum,MOLLUSCA,"Clams, cockles, arkshells",56
17224,Dombey's tagelus,Tagelus dombeii,MOLLUSCA,"Clams, cockles, arkshells",56
17320,Common peruvian donax,Donax peruvianus,MOLLUSCA,"Clams, cockles, arkshells",56
17449,Black bittersweet,Glycymeris ovata,MOLLUSCA,"Clams, cockles, arkshells",56
17592,Semi-rough venus,Chione subrugosa,MOLLUSCA,"Clams, cockles, arkshells",56
19059,Starry butterfish,Stromateus stellatus,PISCES,Miscellaneous pelagic fishes,37
19368,Semeles nei,Semele spp,MOLLUSCA,"Clams, cockles, arkshells",56
20201,Salema butterfish,Peprilus snyderi,PISCES,Miscellaneous pelagic fishes,37
10650,NA,Auchenionchus microcirrhis,PISCES,Miscellaneous coastal fishes,33
11393,Valparaiso chromis,Chromis crusma,PISCES,Miscellaneous coastal fishes,33
11394,Peruvian chromis,Chromis intercrusma,PISCES,Miscellaneous coastal fishes,33
11601,Graery threadfin seabass,Cratinus agassizii,PISCES,Miscellaneous coastal fishes,33
11724,Cachema weakfish,Cynoscion phoxocephalus,PISCES,Miscellaneous coastal fishes,33
11727,Stolzmann's weakfish,Cynoscion stolzmanni,PISCES,Miscellaneous coastal fishes,33
11888,Inshore sand perch,Diplectrum pacificum,PISCES,Miscellaneous coastal fishes,33
13057,Pacific drum,Larimus pacificus,PISCES,Miscellaneous coastal fishes,33
13423,Snakehead kingcroaker,Menticirrhus ophicephalus,PISCES,Miscellaneous coastal fishes,33
14114,Fine flounder,Paralichthys adspersus,PISCES,"Flounders, halibuts, soles",31
14152,Panama spadefish,Parapsettus panamensis,PISCES,Miscellaneous coastal fishes,33
14978,Pacific cownose ray,Rhinoptera steindachneri,PISCES,"Sharks, rays, chimaeras",38
15102,Giant blenny,Scartichthys gigas,PISCES,Miscellaneous coastal fishes,33
15169,Player scorpionfish,Scorpaena histrio,PISCES,Miscellaneous demersal fishes,34
15224,Bluestriped chub,Kyphosus ocyurus,PISCES,Miscellaneous coastal fishes,33
15447,Minor stardrum,Stellifer minor,PISCES,Miscellaneous coastal fishes,33
15732,Chilean torpedo,Torpedo tremens,PISCES,"Sharks, rays, chimaeras",38
15891,Polla drum,Umbrina xanti,PISCES,Miscellaneous coastal fishes,33
15995,NA,Xenistius californiensis,PISCES,Miscellaneous coastal fishes,33
17531,Giant jackknife,Ensis macha,MOLLUSCA,"Clams, cockles, arkshells",56
18618,Seahorses nei,Hippocampus spp,PISCES,Miscellaneous coastal fishes,33
18832,NA,Oplegnathus spp,PISCES,Miscellaneous coastal fishes,33
19110,Chitons nei,Chiton spp,MOLLUSCA,Miscellaneous marine molluscs,58
19260,Psammobatis sand skates nei,Psammobatis spp,PISCES,"Sharks, rays, chimaeras",38
20131,Clingfishes nei,Gobiesocidae,PISCES,Miscellaneous coastal fishes,33
20474,Pizzaro stardrum,Stellifer pizarroensis,PISCES,Miscellaneous coastal fishes,33
20579,Longfin halfbeak,Hemiramphus saltator,PISCES,Miscellaneous pelagic fishes,37
20753,Diamond stingray,Hypanus dipterurus,PISCES,"Sharks, rays, chimaeras",38
2634,Giant swimcrab,Callinectes toxotes,CRUSTACEA,"Crabs, sea-spiders",42
10687,Chilhuil sea catfish,Bagre panamensis,PISCES,Miscellaneous coastal fishes,33
10962,NA,Brotula clarki,PISCES,Miscellaneous demersal fishes,34
11110,Pacific crevalle jack,Caranx caninus,PISCES,Miscellaneous pelagic fishes,37
11185,Armed snook,Centropomus armatus,PISCES,Miscellaneous coastal fishes,33
11677,Toothed flounder,Cyclopsetta querna,PISCES,"Flounders, halibuts, soles",31
11716,Whitefin weakfish,Cynoscion albus,PISCES,Miscellaneous coastal fishes,33
12050,Rooster hind,Hyporthodus acanthistius,PISCES,Miscellaneous coastal fishes,33
13280,Colorado snapper,Lutjanus colorado,PISCES,Miscellaneous coastal fishes,33
15136,Chili sea catfish,Notarius troschelii,PISCES,Miscellaneous coastal fishes,33
15232,Brown sea catfish,Sciades dowii,PISCES,Miscellaneous coastal fishes,33
15391,Scoophead,Sphyrna media,PISCES,"Sharks, rays, chimaeras",38
18642,Trachypenaeus shrimps nei,Trachypenaeus spp,CRUSTACEA,"Shrimps, prawns",45
19283,White snook,Centropomus viridis,PISCES,Miscellaneous coastal fishes,33
20455,Tete sea catfish,Ariopsis seemanni,PISCES,Miscellaneous coastal fishes,33
20465,Pacific goliath grouper,Epinephelus quinquefasciatus,PISCES,Miscellaneous coastal fishes,33
